代码		    名称		涨幅		现价		当日成交额		3日成交额		5日成交额		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		早盘竞价金额		尾盘竞价金额
SZ300703	创源股份	+0.67%		25.37		2.33亿		--		--		5.42%		1.00		43.04亿		--		--		家居用品	【托育服务;宠物经济;三胎概念;IP经济(谷子经济);体育产业;跨境电商;共同富裕示范区;文化传媒概念;国企改革;一带一路;绿色电力;人工智能;人民币贬值受益;深股通】	--		--		-3.35%		+6.60%		+0.12		734193		4026219
SZ300705	九典制药	+0.58%		15.60		7038.91万	--		--		1.22%		0.65		57.55亿		--		--		化学制药	【仿制药一致性评价;创新药;幽门螺杆菌概念;肝炎概念;流感;维生素;医药电商;CRO概念;回购增持再贷款概念;深股通】	--		--		+1.56%		-2.07%		-0.06		378200		2013960
SZ300706	阿石创		-0.71%		37.96		3.84亿		--		--		8.85%		1.26		43.14亿		--		--		半导体		【PET铜箔;钙钛矿电池;HJT电池;第三代半导体;OLED;存储芯片;芯片概念;消费电子概念;光伏概念;超导概念;福建自贸区;专精特新;小金属概念;海峡两岸;钒电池;深股通】	--		--		+4.49%		+4.60%		-1.94		1915739		4076904
SZ300707	威唐工业	-0.59%		16.81		1.89亿		--		--		7.84%		0.76		24.09亿		--		--		汽车零部件	【储能;新能源汽车;新型工业化;锂电池概念;特斯拉概念】	--		--		+1.27%		+5.52%		-0.47		1326204		4345385
SZ300708	聚灿光电	+3.07%		9.41		6.69亿		--		--		10.05%		2.85		66.81亿		--		--		光学光电子	【MicroLED概念;MiniLED;芯片概念;第三代半导体;深股通】	--		--		+8.29%		+3.29%		+0.99		15117112	11927796
SZ300709	精研科技	-0.96%		47.64		4.61亿		--		--		6.46%		0.85		71.12亿		--		--		消费电子	【液冷服务器;AI眼镜;消费电子概念;智能音箱;无线耳机;智能穿戴;柔性屏(折叠屏);比亚迪概念;特斯拉概念;机器人概念;减速器;深股通;融资融券】	--		--		+6.72%		+6.43%		-0.73		950225		4630608
SZ300710	万隆光电	+2.75%		32.88		3.58亿		--		--		14.91%		1.01		24.52亿		--		--		通信设备	【电子竞技;手机游戏;拼多多概念;水利;创投;阿里巴巴概念;物联网;无人驾驶;光纤概念;毫米波雷达;5G;WiFi 6;芯片概念;股权转让(并购重组)】	--		--		+2.21%		+26.27%		-0.63		842700		3935736
SZ300711	广哈通信	+2.31%		23.95		1.88亿		--		--		3.18%		1.21		59.50亿		--		--		通信设备	【军工信息化;军民融合;卫星导航;低空经济;军工;华为鲲鹏;国企改革;人脸识别;数据要素;信创;6G概念;人工智能;粤港澳大湾区;AI智能体;工业互联网;语音技术;高铁;多模态AI;核电;储能;5G;智能电网;抽水蓄能;深股通】	--		--		+9.01%		+6.54%		+0.38		383050		2730300
SZ300712	永福股份	+0.00%		27.45		1.02亿		--		--		1.98%		0.84		51.26亿		--		--		建筑装饰	【福建自贸区;海峡两岸;特高压;智能电网;柔性直流输电;虚拟电厂;充电桩;抽水蓄能;绿色电力;光伏概念;储能;电力物联网;核电;风电;宁德时代概念;一带一路;创投;数据中心;工业互联网;DeepSeek概念;区块链;网络安全;融资融券;深股通】	--		--		-0.90%		-13.00%		+0.04		343250		1122705
SZ300713	英可瑞		+0.97%		17.75		6310.49万	--		--		4.00%		1.27		15.82亿		--		--		其他电源设备	【高压快充;换电概念;充电桩;智能电网;柔性直流输电;储能;光伏概念;智慧灯杆;数据中心;锂电池概念;新能源汽车;比亚迪概念;粤港澳大湾区;军工;特斯拉概念;PCB概念】	--		--		+3.38%		+3.14%		+0.00		256668		486350
SZ300715	凯伦股份	+0.52%		11.57		5472.08万	--		--		1.41%		0.83		38.66亿		--		--		建筑材料	【光伏建筑一体化;专精特新;长三角一体化;光伏概念;芯片概念】	--		--		+10.61%		+10.61%		-0.96		193800		220987
SZ300716	ST泉为		-1.20%		12.33		2963.20万	--		--		1.48%		0.48		19.73亿		--		--		光伏设备	【HJT电池;可降解塑料;TOPCON电池;碳中和;华为汽车;长安汽车概念;ST板块;光伏概念;新能源汽车;钙钛矿电池;智能音箱;军民融合;储能】	--		--		+25.43%		+9.50%		-0.08		816785		229338
SZ300717	华信新材	+1.72%		19.57		3583.27万	--		--		1.81%		1.14		19.93亿		--		--		塑料制品	【可降解塑料;参股银行;回购增持再贷款概念;专精特新;ETC;煤化工概念;电子身份证】	--		--		+3.38%		+0.15%		-0.31		49868		142861
SZ300718	长盛轴承	+0.36%		83.88		5.56亿		--		--		3.42%		0.52		162.59亿	--		--		通用设备	【人形机器人;汽车热管理;特斯拉概念;机器人概念;专精特新;长三角一体化;核电;风电;融资融券;深股通】	--		--		+4.88%		+1.23%		+0.00		1178478		7851168
SZ300719	安达维尔	+4.22%		18.28		2.97亿		--		--		9.16%		1.14		32.83亿		--		--		军工装备	【成飞概念;军民融合;军工信息化;大飞机;商业航天;军工;碳纤维;低空经济;无人机;京津冀一体化;高端装备;飞行汽车(eVTOL);信创;专精特新;虚拟现实】	--		--		+9.46%		+7.66%		-0.40		192170		5617444
SZ300720	海川智能	+5.07%		35.45		6.53亿		--		--		10.56%		2.45		61.91亿		--		--		通用设备	【机器人概念;股权转让(并购重组)】	--		--		+19.36%		+12.36%		-0.12		1577160		4044845
SZ300721	怡达股份	+0.68%		13.37		8972.54万	--		--		4.84%		1.65		18.50亿		--		--		化学制品	【染料;环氧丙烷;光刻胶;锂电池概念;OLED;新能源汽车】	--		--		+3.89%		-2.34%		+0.38		1414313		664489
SZ300722	新余国科	+3.71%		36.59		6.10亿		--		--		6.07%		1.52		101.27亿	--		--		军工装备	【军民融合;大飞机;商业航天;军工;无人机;低空经济;海工装备;民爆概念;智慧城市;数字经济;人工智能;国企改革;深股通;融资融券】	--		--		+10.98%		+9.42%		-0.09		500550		5927580
SZ300723	一品红		+1.78%		36.02		4.26亿		--		--		2.82%		1.17		150.44亿	--		--		化学制药	【重组蛋白;减肥药;创新药;生物疫苗;仿制药一致性评价;肝炎概念;猴痘概念;流感;医药电商;智能医疗;DeepSeek概念;英伟达概念;粤港澳大湾区;三胎概念;融资融券;深股通】	--		--		+1.46%		-24.42%		+0.00		1125402		2978854
SZ300724	捷佳伟创	+6.29%		104.16		37.73亿		--		--		12.80%		2.01		299.68亿	--		--		光伏设备	【BC电池;钙钛矿电池;HJT电池;TOPCON电池;PET铜箔;第三代半导体;硅能源;锂电池概念;光伏概念;芯片概念;粤港澳大湾区;融资融券;深股通】	--		--		+15.78%		+15.40%		-0.63		3856248		21863184
SZ300725	药石科技	+1.65%		40.76		3.21亿		--		--		3.89%		1.37		82.63亿		--		--		医疗服务	【CRO概念;创新药;智能医疗;人民币贬值受益;合成生物;人工智能;深股通;融资融券】	--		--		+6.20%		+5.84%		+0.00		789970		2431864
SZ300726	宏达电子	+3.51%		52.85		12.69亿		--		--		11.29%		1.25		113.33亿	--		--		军工电子	【超级电容;华为海思概念股;芯片概念;5G;华为概念;传感器;军工;海工装备;大飞机;深股通;融资融券】	--		--		+0.00%		+27.07%		-0.18		2283456		18486930
SZ300727	润禾材料	-0.99%		36.14		1.45亿		--		--		2.47%		0.92		58.50亿		--		--		化学制品	【有机硅概念;液冷服务器;硅能源;东数西算(算力);染料;医美概念;深股通】	--		--		+0.31%		+7.98%		-0.38		192708		1539564
SZ300729	乐歌股份	+0.58%		13.97		4327.47万	--		--		0.98%		1.12		44.49亿		--		--		家居用品	【三胎概念;跨境电商;人工智能;抖音概念(字节概念);智能物流;智能家居;人民币贬值受益;航运概念;机器人概念;深股通】	--		--		+0.29%		+0.50%		+0.07		361400		1311783
SZ300730	科创信息	+2.82%		13.85		1.76亿		--		--		6.64%		1.19		26.77亿		--		--		软件开发	【电子身份证;军工;数字孪生;数字乡村;智慧城市;智慧政务;食品安全;数据要素;DRG/DIP;网络安全;互联网金融;数字经济;华为鲲鹏;信创;数据安全;财税数字化;物联网;数据中心;家庭医生;区块链;华为概念;人工智能;工业互联网;东数西算(算力);云办公;百度概念;智能医疗;机器视觉;芯片概念】	--		--		+10.80%		+7.61%		-0.89		456570		2275555
SZ300731	科创新源	-3.41%		56.71		5.68亿		--		--		8.30%		0.77		68.15亿		--		--		橡胶制品	【液冷服务器;富士康概念;宁德时代概念;5G;数据中心;汽车热管理;比亚迪概念;第三代半导体;新能源汽车;储能;小米汽车;华为概念;家用电器;粤港澳大湾区;海峡两岸;创投;深股通】	--		--		+2.29%		+15.76%		-0.02		2700200		6255113
SZ300732	设研院		+2.10%		7.78		6883.64万	--		--		2.41%		1.28		28.80亿		--		--		建筑装饰	【房屋检测;新型城镇化;雄安新区;装配式建筑;地下管网;碳中和;污水处理;水利;碳交易;新疆振兴;光伏建筑一体化;净水概念;数字孪生;智慧城市;一带一路;时空大数据;数据要素;雅下水电概念;DeepSeek概念;人工智能;低空经济;车联网(车路协同);军工;华为概念;数据中心】	--		--		+4.15%		+0.52%		-0.26		98040		1613572
SZ300733	西菱动力	+2.93%		18.94		1.87亿		--		--		4.42%		1.22		42.71亿		--		--		汽车零部件	【成飞概念;航空发动机;大飞机;商业航天;军民融合;无人机;军工;机器人概念;长安汽车概念;新能源汽车;比亚迪概念;小米概念;氢能源;西部大开发;深股通】	--		--		+8.04%		+4.35%		-0.49		415637		2634554
SZ300735	光弘科技	+0.28%		25.41		2.67亿		--		--		1.38%		1.06		192.46亿	--		--		消费电子	【智能穿戴;EDR概念;东数西算(算力);华为手机;毫米波雷达;智能座舱;车联网(车路协同);安防;物联网;华为概念;小米概念;传感器;移动支付;消费电子概念;汽车电子;5G;机器人概念;无人驾驶;卫星导航;低空经济;工业互联网;智能家居;粤港澳大湾区;小米汽车;新能源汽车;华为汽车;充电桩;储能;宠物经济;一带一路;光伏概念;深股通;股权转让(并购重组);融资融券】	--		--		+4.65%		+0.91%		+0.00		793142		2967888
SZ300736	百邦科技	+13.06%		18.18		3.32亿		--		--		15.07%		1.91		22.74亿		--		--		其他电子	【区块链;华为概念;苹果概念】	--		--		+20.40%		-15.99%		+0.06		510053		2717910
SZ300737	科顺股份	+2.15%		5.70		2.18亿		--		--		4.33%		1.45		50.55亿		--		--		建筑材料	【新型城镇化;光伏建筑一体化;水利;商业航天;海峡两岸;融资融券;深股通】	--		--		+6.74%		+11.98%		-0.18		113628		1198596
SZ300738	奥飞数据	+3.14%		20.71		18.46亿		--		--		9.03%		2.22		203.97亿	--		--		通信服务	【智谱AI;算力租赁;快手概念;东数西算(算力);腾讯概念;阿里巴巴概念;百度概念;网络安全;数据中心;华为概念;数据要素;DeepSeek概念;人工智能;芯片概念;粤港澳大湾区;光伏概念;一带一路;绿色电力;融资融券;深股通】	--		--		+14.29%		+4.12%		-1.54		8637513		8979856
SZ300739	明阳电路	-0.32%		18.63		2.98亿		--		--		4.68%		0.83		63.93亿		--		--		元件		【PCB概念;共封装光学(CPO);6G概念;5G;MiniLED;芯片概念;无人机;新能源汽车;粤港澳大湾区;储能;人民币贬值受益;深股通;融资融券】	--		--		+4.14%		+5.49%		-1.23		1569100		5486535
SZ300740	水羊股份	+0.96%		24.22		4.41亿		--		--		5.04%		0.85		86.95亿		--		--		美容护理	【拼多多概念;网红经济;毛发医疗;合成生物;跨境电商;三胎概念;医美概念;DeepSeek概念;回购增持再贷款概念;深股通;融资融券】	--		--		+13.39%		+19.43%		-0.67		2459256		5543958
SZ300741	华宝股份	+1.88%		18.99		7913.85万	--		--		0.68%		1.55		116.95亿	--		--		化学制品	【西部大开发;烟草;宠物经济;一带一路;人造肉;新型烟草(电子烟);融资融券;深股通】	--		--		+1.39%		+4.86%		-0.27		185900		577296
SZ300743	天地数码	+2.70%		23.95		1.43亿		--		--		4.71%		0.78		30.51亿		--		--		计算机设备	【专精特新;人民币贬值受益;回购增持再贷款概念】	--		--		+15.53%		+35.85%		-0.99		362513		1968690
SZ300745	欣锐科技	-1.27%		30.41		3.94亿		--		--		9.12%		1.55		42.99亿		--		--		汽车零部件	【无线充电;高压快充;燃料电池;储能;氢能源;充电桩;比亚迪概念;长安汽车概念;新能源汽车;小米汽车;华为汽车;汽车电子;机器人概念;融资融券】	--		--		+22.13%		+10.34%		-0.65		2145060		1882379
SZ300746	汉嘉设计	+3.49%		14.25		1.03亿		--		--		3.25%		1.35		31.86亿		--		--		IT服务		【新型城镇化;建筑节能;装配式建筑;垃圾分类;污水处理;水利;氢能源;天然气;智慧城市;数字经济;数据要素;DeepSeek概念;机器人概念;无人驾驶;股权转让(并购重组)】	--		--		+15.57%		+11.07%		+1.53		889128		1120050
SZ300747	锐科激光	+5.96%		32.00		15.23亿		--		--		9.62%		1.55		162.97亿	--		--		自动化设备	【无人机;低空经济;数字水印;5G;3D打印;芯片概念;高端装备;PCB概念;OLED;工业母机;光纤概念;新能源汽车;央企国企改革;国企改革;融资融券;深股通】	--		--		+23.03%		+21.72%		-1.32		3814400		15562880
SZ300748	金力永磁	-2.77%		35.50		21.14亿		--		--		5.23%		1.24		401.39亿	--		--		金属新材料	【稀土永磁;2025三季报预增;风电;低空经济;人形机器人;特斯拉概念;比亚迪概念;新能源汽车;机器人概念;绿色电力;回购增持再贷款概念;2025年报预增;融资融券;深股通】	--		--		+5.44%		+1.60%		-1.37		20092104	13287508
SZ300749	顶固集创	+5.92%		12.52		1.68亿		--		--		8.68%		1.37		19.71亿		--		--		家居用品	【商业航天;海工装备;人工智能;回购增持再贷款概念;家用电器;智能家居】	--		--		+11.09%		+4.59%		+0.34		444750		4042708
SZ300750	宁德时代	-0.49%		369.21		99.62亿		--		--		0.63%		1.04		15715.71亿	--		--		电池		【钠离子电池;固态电池;宁德时代概念;动力电池回收;同花顺出海50;锂电池概念;同花顺新质50;特斯拉概念;储能;同花顺漂亮100;换电概念;新能源汽车;小米汽车;华为汽车;长安汽车概念;融资融券;深股通】	--		--		-2.35%		-4.74%		-0.81		115605360	103711089
SZ300751	迈为股份	+15.65%		212.80		47.92亿		--		--		12.53%		1.56		411.45亿	--		--		光伏设备	【HJT电池;钙钛矿电池;第三代半导体;存储芯片;MicroLED概念;先进封装;芯片概念;MiniLED;高端装备;OLED;新型工业化;光伏概念;锂电池概念;回购增持再贷款概念;融资融券;深股通】	--		--		+32.72%		+42.74%		-2.17		71244000	17662400
SZ300752	隆利科技	+1.20%		18.51		8231.98万	--		--		2.83%		0.99		29.11亿		--		--		光学光电子	【MicroLED概念;MR(混合现实);MiniLED;虚拟现实;智能穿戴;消费电子概念;汽车电子;华为概念;粤港澳大湾区;AI眼镜;小米概念;比亚迪概念;小米汽车】	--		--		+4.69%		-1.28%		-0.22		129575		873672
SZ300753	爱朋医疗	+19.99%		42.62		18.84亿		--		--		53.64%		2.80		37.47亿		--		脑机接口+ADHD系统+疼痛管理	医疗器械	【脑机接口;血氧仪;医疗器械概念;医美概念;专精特新;机器人概念;人工智能;医药电商;流感;三胎概念】	--		--		+62.05%		+59.63%		+6.98		28986400	1653613
SZ300755	华致酒行	+0.51%		17.60		5207.26万	--		--		0.71%		0.74		73.29亿		--		--		零售		【跨境电商;西部大开发;融资融券;深股通】	--		--		-6.23%		-2.06%		-0.69		233026		1105280
SZ300756	金马游乐	+0.37%		54.90		2.79亿		--		--		3.94%		1.57		72.05亿		--		--		专用设备	【三胎概念;机器人概念;旅游概念;IP经济(谷子经济);虚拟现实;元宇宙;深股通】	--		--		-2.66%		-3.67%		+0.00		218800		1926990
SZ300757	罗博特科	+3.68%		269.31		30.13亿		--		--		7.29%		1.14		405.72亿	--		--		自动化设备	【共封装光学(CPO);光纤概念;富士康概念;英伟达概念;苹果概念;华为海思概念股;数据中心;芯片概念;华为概念;新型工业化;新能源汽车;BC电池;量子科技;高端装备;工业互联网;光伏概念;HJT电池;商业航天;TOPCON电池;股权转让(并购重组);融资融券;深股通】	--		--		+18.06%		+17.45%		+0.09		18304000	22110351
SZ300758	七彩化学	-0.30%		13.18		1.29亿		--		--		2.68%		1.42		48.28亿		--		--		化学制品	【染料;光刻胶;专精特新;钠离子电池;钙钛矿电池;深股通】	--		--		-0.15%		+1.70%		-0.61		1052514		1129526
SZ300759	康龙化成	+0.65%		31.18		6.60亿		--		--		1.49%		0.80		442.56亿	--		--		医疗服务	【CRO概念;创新药;智能医疗;人民币贬值受益;人工智能;融资融券;深股通】	--		--		+8.23%		+7.15%		+0.26		2835778		3931798
SZ300760	迈瑞医疗	+0.42%		201.71		16.84亿		--		--		0.69%		0.70		2445.54亿	--		--		医疗器械	【智能医疗;宠物经济;医疗器械概念;同花顺漂亮100;DeepSeek概念;AIGC概念;同花顺出海50;融资融券;深股通】	--		--		+1.84%		+1.51%		+0.19		5594750		13595254
SZ300761	立华股份	+0.78%		20.79		1.61亿		--		--		1.23%		0.97		130.56亿	--		--		养殖业		【猪肉;养鸡;深股通;融资融券】	--		--		+4.05%		+4.32%		-0.34		228216		1550934
SZ300762	上海瀚讯	+6.55%		44.26		50.77亿		--		--		18.90%		1.00		277.94亿	--		--		军工电子	【商业航天;卫星导航;军工信息化;军民融合;军工;无人机;智慧城市;专精特新;5G;机器人概念;人工智能;芯片概念;深股通;融资融券】	--		--		+33.47%		+35.02%		-2.50		25774200	61766777
SZ300763	锦浪科技	+1.69%		76.34		10.36亿		--		--		4.22%		1.54		245.44亿	--		--		光伏设备	【光伏概念;储能;芯片概念;绿色电力;融资融券;深股通】	--		--		+6.92%		+6.03%		-0.51		1097943		8588250
SZ300765	新诺威		+0.71%		39.92		6.01亿		--		--		1.08%		1.05		560.71亿	--		--		化学制药	【减肥药;创新药;生物疫苗;维生素;回购增持再贷款概念;融资融券;深股通】	--		--		+1.58%		+26.89%		+0.48		1971585		3381224
SZ300766	每日互动	+4.79%		36.56		23.36亿		--		--		17.74%		2.05		130.98亿	--		--		软件开发	【智谱AI;AI语料;快手概念;小红书概念;抖音概念(字节概念);ChatGPT概念;虚拟数字人;百度概念;多模态AI;AI智能体;拼多多概念;云计算;数据安全;智慧政务;阿里巴巴概念;腾讯概念;鸿蒙概念;区块链;数据要素;空间计算;车联网(车路协同);数字经济;华为概念;人工智能;DeepSeek概念;智慧城市;小米概念;智能医疗;机器人概念;比亚迪概念;共同富裕示范区;融资融券;深股通】	--		--		+18.70%		+10.19%		+0.86		4127787		17113736
SZ300767	震安科技	+1.96%		21.38		2.39亿		--		--		4.69%		1.59		51.29亿		--		--		橡胶制品	【装配式建筑;雄安新区;西部大开发;核电;深股通;股权转让(并购重组);融资融券】	--		--		-5.73%		+8.69%		-0.33		71060		2114482
SZ300768	迪普科技	+2.39%		19.73		2.25亿		--		--		2.73%		1.56		83.00亿		--		--		软件开发	【数字水印;智慧政务;财税数字化;华为鲲鹏;网络安全;数据安全;信创;ETC;AI智能体;国产操作系统;鸿蒙概念;DeepSeek概念;云计算;人工智能;安防;腾讯概念;东数西算(算力);智能电网;物联网;华为概念;工业互联网;数据中心;新型工业化;5G;深股通;融资融券】	--		--		+6.25%		+1.75%		-0.21		434598		2545170
